Series Name,Series Code,Country Name,Country Code,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Control of Corruption: Estimate,CC.EST,Cyprus,CYP,1.121261,1.204644,0.912045,0.9748735,0.866362,1.251134,1.245758,1.075781,1.007434,0.8266013,0.7828787
Control of Corruption: Estimate,CC.EST,Czech Republic,CZE,0.2109772,0.358294,0.3862098,0.3316386,0.3417933,0.2722682,0.228799,0.3677951,0.4337344,0.5367182,0.5678657
Control of Corruption: Estimate,CC.EST,Denmark,DNK,2.39476,2.393064,2.446495,2.358993,2.404429,2.381079,2.404901,2.24726,2.211049,2.230517,2.193274
Control of Corruption: Estimate,CC.EST,Djibouti,DJI,-0.9463864,-0.3279797,-0.3680764,-0.4044653,-0.4100284,-0.4623674,-0.5420819,-0.5993779,-0.6576119,-0.6534946,-0.6403099
Control of Corruption: Estimate,CC.EST,Dominica,DMA,0.2996701,0.6787189,0.7261986,0.7088679,0.7094918,0.6641623,0.6666615,0.624052,0.6234193,0.6249263,0.6517005
Control of Corruption: Estimate,CC.EST,Dominican Republic,DOM,-0.7214085,-0.7259653,-0.7780666,-0.8436301,-0.8120974,-0.8599598,-0.8745857,-0.8161026,-0.8184296,-0.7563884,-0.7384883
Control of Corruption: Estimate,CC.EST,Ecuador,ECU,-0.894235,-0.6871038,-0.8042204,-0.773099,-0.7084506,-0.5780621,-0.5709541,-0.7549306,-0.6712388,-0.6803402,-0.5992185
Control of Corruption: Estimate,CC.EST,"Egypt, Arab Rep.",EGY,-0.553568,-0.7791319,-0.5154691,-0.6313661,-0.6955042,-0.5980877,-0.6313052,-0.6248149,-0.6426297,-0.6486292,-0.5405592
Control of Corruption: Estimate,CC.EST,El Salvador,SLV,-0.5150961,-0.3617319,-0.2503784,-0.2769412,-0.2619075,-0.412717,-0.3539,-0.3768737,-0.4236648,-0.5230632,-0.5063251
Control of Corruption: Estimate,CC.EST,Equatorial Guinea,GNQ,-1.546498,-1.465785,-1.466522,-1.469079,-1.463094,-1.523855,-1.59372,-1.772761,-1.76586,-1.805873,-1.82574
Control of Corruption: Estimate,CC.EST,Eritrea,ERI,0.6890782,-0.3930493,-0.4942169,-0.5593853,-0.6292013,-0.7754393,-0.9017919,-0.8912855,-1.301119,-1.306711,-1.202361
Control of Corruption: Estimate,CC.EST,Estonia,EST,0.8393674,0.9905757,1.007584,0.9951673,1.052501,1.096038,1.188761,1.303456,1.293634,1.272291,1.242479
Control of Corruption: Estimate,CC.EST,Eswatini,SWZ,-0.1868788,-0.2186498,-0.2288855,-0.2314773,-0.3532206,-0.4128614,-0.4131179,-0.4282998,-0.3878364,-0.4457356,-0.3049492
Control of Corruption: Estimate,CC.EST,Ethiopia,ETH,-0.4507736,-0.664217,-0.7013902,-0.6906257,-0.6579399,-0.6025902,-0.4949463,-0.4442555,-0.4501649,-0.4170561,-0.5570869
Control of Corruption: Estimate,CC.EST,Fiji,FJI,0.3135897,-0.0481335,-0.3424164,-0.4590918,-0.1258765,-0.1101034,-0.1210985,0.1792584,0.1699215,0.1302614,0.3592741
Control of Corruption: Estimate,CC.EST,Finland,FIN,2.443092,2.33726,2.251192,2.159788,2.198592,2.235261,2.202126,2.165775,2.275296,2.239453,2.215701
Control of Corruption: Estimate,CC.EST,France,FRA,1.368257,1.407428,1.438242,1.46638,1.532394,1.455788,1.329576,1.314697,1.305652,1.400086,1.259546
Control of Corruption: Estimate,CC.EST,French Guiana,GUF,0.8956164,0.8069623,1.116361,1.127209,1.109981,1.10298,1.126605,1.018918,1.019112,0.974996,0.9960471
Control of Corruption: Estimate,CC.EST,Gabon,GAB,-0.7115172,-1.078963,-1.003024,-0.8671658,-0.8886448,-0.6998112,-0.6577575,-0.6916243,-0.7141495,-0.7533236,-0.8081481
Control of Corruption: Estimate,CC.EST,"Gambia, The",GMB,-0.387246,-0.7382274,-0.5736223,-0.5945483,-0.5090407,-0.644619,-0.6964284,-0.6938298,-0.770209,-0.8120559,-0.6645676
Control of Corruption: Estimate,CC.EST,Georgia,GEO,-1.008173,-0.108393,-0.1239845,0.007957,0.1183636,0.4012686,0.4692349,0.7859008,0.6796092,0.6853113,0.744684
Control of Corruption: Estimate,CC.EST,Germany,DEU,1.861064,1.759813,1.755258,1.77627,1.743273,1.829577,1.813811,1.83838,1.837867,1.843352,1.841048
Control of Corruption: Estimate,CC.EST,Ghana,GHA,-0.1009973,-0.0705424,-0.0072126,0.0115234,-0.0257114,-0.1265676,-0.0966235,-0.192189,-0.1978337,-0.1576549,-0.2254184
Control of Corruption: Estimate,CC.EST,Greece,GRC,0.6592863,0.1335602,0.0674696,-0.0577769,-0.0988188,-0.1892218,-0.0453114,-0.1223881,-0.0766079,-0.0921117,-0.1380295
Control of Corruption: Estimate,CC.EST,Greenland,GRL,..,..,1.190772,1.21647,1.228381,1.221596,1.242646,1.207874,1.190538,1.167019,1.183019
Control of Corruption: Estimate,CC.EST,Grenada,GRD,0.5272376,0.3187275,0.355446,0.425115,0.4217425,0.416996,0.4198451,0.2472716,0.5560101,0.563854,0.4755489
Control of Corruption: Estimate,CC.EST,Guam,GUM,..,0.8069623,0.8390332,0.8205228,0.7985082,0.7875279,0.7853686,1.225222,1.218489,1.228725,1.242281
Control of Corruption: Estimate,CC.EST,Guatemala,GTM,-0.7540193,-0.6476532,-0.5268559,-0.5322092,-0.527978,-0.6587613,-0.6226556,-0.7359639,-0.7331837,-0.7398338,-0.7394416
Control of Corruption: Estimate,CC.EST,Guinea,GIN,-0.9479084,-1.20396,-1.078125,-1.201466,-1.100235,-1.041696,-1.04008,-1.057489,-0.9864877,-0.9163696,-1.005737
Control of Corruption: Estimate,CC.EST,Guinea-Bissau,GNB,-1.103883,-1.180871,-1.195958,-1.155414,-1.156242,-1.278939,-1.325588,-1.538464,-1.482567,-1.552295,-1.562251
Control of Corruption: Estimate,CC.EST,Guyana,GUY,-0.3954248,-0.5564939,-0.5397137,-0.55865,-0.6082004,-0.7543291,-0.6508378,-0.7415104,-0.6353096,-0.3245736,-0.5077286
Control of Corruption: Estimate,CC.EST,Haiti,HTI,-1.243224,-1.206732,-1.087965,-1.187163,-1.223197,-1.235766,-1.130485,-1.2339,-1.2375,-1.331628,-1.237688
Control of Corruption: Estimate,CC.EST,Honduras,HND,-0.9548938,-0.9048845,-0.9043521,-0.8920198,-0.8251965,-0.9540582,-0.9454944,-0.7854443,-0.5666946,-0.6577888,-0.7172771
Control of Corruption: Estimate,CC.EST,"Hong Kong SAR, China",HKG,1.338571,1.901366,1.886195,1.962114,1.852427,1.740711,1.643634,1.61964,1.651296,1.561626,1.614928
Control of Corruption: Estimate,CC.EST,Hungary,HUN,0.787683,0.471792,0.4338323,0.3656501,0.3995961,0.3563344,0.3216026,0.1645602,0.148638,0.0972136,0.0895667
Control of Corruption: Estimate,CC.EST,Iceland,ISL,2.267266,2.343693,2.04152,1.942624,1.939586,1.886239,1.912274,1.827839,1.939087,1.949425,1.83808
Control of Corruption: Estimate,CC.EST,India,IND,-0.3455512,-0.3371764,-0.4519712,-0.4681174,-0.5362822,-0.5132375,-0.51744,-0.4280237,-0.3520085,-0.2822797,-0.2394729
Control of Corruption: Estimate,CC.EST,Indonesia,IDN,-0.9190737,-0.5937,-0.8386456,-0.7513602,-0.7018746,-0.6397874,-0.6138193,-0.5617662,-0.4583559,-0.3993463,-0.2523716
Control of Corruption: Estimate,CC.EST,"Iran, Islamic Rep.",IRN,-0.4012243,-0.7754393,-0.8393843,-0.9471514,-0.8728954,-0.7907248,-0.6871578,-0.6192047,-0.6045707,-0.7114016,-0.8112545
